gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TotalServices,Recency_score,Frequency_score,Monetary_score,treatment,contract_score,tenure_norm,charge_norm,persuadability,churn_observed,persuadability_bin
Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,1064.65,1,3,4,3,4,0,1.0,0.8611111111111112,0.8442105263157895,0.9271754385964912,1,High
Female,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.65,835.15,0,0,2,0,1,1,0.0,0.4305555555555556,0.17389473684210524,0.16394561403508773,0,Low
Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.2,2151.6,0,2,2,2,3,1,1.0,0.625,0.7174736842105264,0.8309947368421053,0,High
Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),99.8,5515.45,0,3,1,3,4,1,0.3,0.2222222222222222,0.840421052631579,0.3847508771929825,0,Medium
Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.7,112.75,0,0,5,0,1,1,1.0,0.9166666666666666,0.1743157894736842,0.8098631578947367,0,Medium
Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,229.55,1,0,5,0,3,0,1.0,0.9583333333333334,0.6265263157894737,0.9128052631578947,1,High
Female,0,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.7,350.35,0,1,4,1,2,0,1.0,0.9027777777777778,0.42694736842105263,0.8562228070175438,1,High
Female,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.85,62.9,0,0,5,0,1,0,1.0,0.9444444444444444,0.17557894736842106,0.8184491228070175,0,Medium
Male,0,No,No,33,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,88.95,3027.65,0,3,2,3,3,0,0.0,0.5416666666666667,0.7490526315789474,0.3123105263157895,0,Low
Female,1,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.05,2135.5,1,1,2,1,3,1,1.0,0.625,0.6572631578947368,0.8189526315789474,1,Medium
Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.55,1723.95,0,0,1,0,1,1,0.0,0.0,0.19831578947368422,0.039663157894736845,0,Low
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,0,0,5,0,1,0,1.0,0.9861111111111112,0.16631578947368422,0.8290964912280703,1,High
Male,1,No,No,71,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,56.45,3985.35,0,4,1,4,2,1,0.3,0.01388888888888884,0.4753684210526316,0.24924035087719298,0,Low
Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.95,1215.65,0,1,3,1,3,0,1.0,0.8194444444444444,0.7237894736842105,0.8905912280701754,0,High
Female,0,Yes,Yes,25,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.6,1502.65,1,5,2,5,2,0,1.0,0.6527777777777778,0.49347368421052634,0.7945280701754386,1,Medium
Male,0,No,No,67,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),50.55,3260.1,0,1,1,1,2,0,0.0,0.06944444444444442,0.4256842105263158,0.10597017543859649,0,Low
Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.45,35.45,1,1,5,1,2,0,1.0,0.9861111111111112,0.2985263157894737,0.8555385964912281,0,High
Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.35,81.25,1,0,5,0,2,1,1.0,0.9722222222222222,0.37347368421052635,0.8663614035087719,0,High
Female,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.7,1188.2,0,0,2,0,1,0,0.0,0.4027777777777778,0.21642105263157893,0.1641175438596491,0,Low
Female,0,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.0,1778.5,0,1,3,1,3,1,1.0,0.6805555555555556,0.631578947368421,0.8304824561403508,0,High
Female,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,1277.75,0,0,1,0,1,1,0.0,0.11111111111111116,0.17010526315789473,0.06735438596491229,0,Low
Male,0,No,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.6,1170.55,0,0,1,0,1,0,0.0,0.20833333333333337,0.16505263157894737,0.09551052631578949,0,Low
Female,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,1,0,5,0,3,1,1.0,0.9861111111111112,0.5932631578947368,0.9144859649122807,0,High
Female,1,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.05,6425.65,0,6,1,6,3,1,0.0,0.0,0.7414736842105263,0.14829473684210526,0,Low
Female,0,No,No,8,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.15,563.65,1,3,4,3,3,0,1.0,0.8888888888888888,0.5991578947368421,0.886498245614035,1,High
Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.05,5971.25,0,3,1,3,4,0,0.0,0.1527777777777778,0.8509473684210526,0.21602280701754387,1,Low
Male,0,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),84.3,5289.05,0,2,1,2,3,0,0.3,0.11111111111111116,0.7098947368421052,0.32531228070175444,0,Low
Male,1,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.95,1756.2,0,0,1,0,1,0,0.0,0.01388888888888884,0.20168421052631577,0.04450350877192981,0,Low
Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),99.05,6416.7,0,4,1,4,4,0,0.0,0.09722222222222221,0.8341052631578947,0.1959877192982456,0,Low
Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,61.35,0,0,5,0,1,1,0.3,0.9583333333333334,0.16505263157894737,0.4705105263157895,0,Medium
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.65,45.65,1,0,5,0,2,1,1.0,0.9861111111111112,0.38442105263157894,0.8727175438596492,0,High
Male,0,No,Yes,30,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),64.5,1929.95,0,3,2,3,3,0,0.3,0.5833333333333333,0.5431578947368421,0.43363157894736837,0,Medium
Male,0,Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.5,1071.4,0,4,3,4,3,0,1.0,0.7916666666666666,0.5852631578947368,0.8545526315789475,0,High
Female,0,Yes,Yes,8,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.55,564.35,0,3,4,3,3,1,1.0,0.8888888888888888,0.5772631578947368,0.882119298245614,0,High
Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.0,655.5,1,2,4,2,4,0,1.0,0.9027777777777778,0.8,0.9308333333333333,0,High
Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),108.15,7930.55,0,5,1,5,4,0,0.3,0.02777777777777779,0.9107368421052632,0.34048070175438594,0,Low
Male,0,Yes,Yes,62,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,86.1,5215.25,0,6,1,6,3,0,0.0,0.13888888888888884,0.7250526315789473,0.1866771929824561,0,Low
Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,113.5,0,0,5,0,1,1,1.0,0.9166666666666666,0.16589473684210526,0.808178947368421,0,Medium
Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.9,1152.8,0,1,3,1,3,0,1.0,0.8055555555555556,0.6812631578947369,0.8779192982456141,1,High
Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.15,1821.95,0,1,3,1,3,1,1.0,0.6944444444444444,0.7086315789473685,0.850059649122807,0,High
Male,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,419.9,0,0,3,0,1,1,0.3,0.6944444444444444,0.16968421052631577,0.39227017543859644,0,Medium
Male,0,Yes,Yes,16,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,64.25,1024.0,0,3,3,3,3,0,0.0,0.7777777777777778,0.5410526315789473,0.3415438596491228,0,Low
Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.7,251.6,0,0,4,0,1,1,0.0,0.8611111111111112,0.21642105263157893,0.3016175438596491,0,Low
Female,0,No,Yes,13,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,56.0,764.55,0,2,3,2,2,0,1.0,0.8194444444444444,0.47157894736842104,0.8401491228070176,0,High
Female,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.4,1592.35,1,1,3,1,3,1,1.0,0.7222222222222222,0.6938947368421053,0.8554456140350878,0,High
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,135.2,0,0,5,0,3,1,1.0,0.9722222222222222,0.5869473684210527,0.9090561403508772,0,High
Male,0,No,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),73.9,3958.25,0,4,1,4,3,1,0.0,0.26388888888888884,0.6223157894736843,0.2036298245614035,0,Low
Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,233.9,0,0,4,0,1,0,0.3,0.8472222222222222,0.17347368421052634,0.43886140350877195,0,Medium
Male,0,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,1363.45,0,0,1,0,1,1,0.0,0.04166666666666663,0.16757894736842105,0.046015789473684204,0,Low
Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.9,273.0,1,0,5,0,3,0,1.0,0.9444444444444444,0.5970526315789474,0.9027438596491228,0,High
Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.05,6254.45,0,6,1,6,3,0,0.0,0.0,0.7498947368421053,0.14997894736842107,0,Low
Male,1,Yes,No,58,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.3,2651.2,1,3,1,3,2,0,1.0,0.19444444444444442,0.3814736842105263,0.6346280701754387,1,Medium
Female,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.4,321.4,0,0,3,0,1,1,1.0,0.7777777777777778,0.17178947368421052,0.7676912280701755,0,Medium
Male,0,Yes,No,43,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),84.25,3539.25,0,3,2,3,3,1,0.3,0.4027777777777778,0.7094736842105264,0.41272807017543856,0,Medium
Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,242.8,1,4,5,4,4,0,1.0,0.9722222222222222,0.8791578947368421,0.9674982456140351,1,High
Male,0,Yes,No,14,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.95,1181.75,0,5,3,5,3,1,0.0,0.8055555555555556,0.6901052631578948,0.37968771929824563,0,Medium
Female,0,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.85,5000.2,1,3,1,3,4,0,0.3,0.26388888888888884,0.7987368421052631,0.38891403508771927,1,Medium
Female,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.55,654.55,0,0,2,0,1,1,0.3,0.5555555555555556,0.17305263157894737,0.35127719298245613,0,Low
Female,0,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.7,780.2,0,0,2,0,1,0,1.0,0.5277777777777778,0.208,0.6999333333333333,1,Medium
Female,1,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,1145.7,1,0,3,0,3,1,1.0,0.7916666666666666,0.6269473684210527,0.8628894736842105,0,High
Female,1,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.45,503.6,1,1,4,1,3,0,1.0,0.9027777777777778,0.6437894736842106,0.8995912280701754,0,High
Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,1559.25,0,4,3,4,4,1,1.0,0.7916666666666666,0.887157894736842,0.9149315789473684,0,High
Male,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,1252.0,0,0,1,0,1,0,0.3,0.1527777777777778,0.17305263157894737,0.2304438596491228,0,Low
Female,0,No,No,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.95,29.95,1,1,5,1,1,0,1.0,0.9861111111111112,0.25221052631578944,0.8462754385964912,1,High
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.3,45.3,0,0,5,0,2,0,1.0,0.9861111111111112,0.3814736842105263,0.8721280701754387,1,High
Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.5,662.65,1,1,4,1,3,1,1.0,0.8888888888888888,0.7115789473684211,0.9089824561403508,0,High
Male,0,Yes,Yes,33,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),74.75,2453.3,0,4,2,4,3,1,0.3,0.5416666666666667,0.6294736842105263,0.4383947368421053,0,Medium
Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.25,1111.65,1,2,3,2,3,0,1.0,0.8194444444444444,0.6673684210526316,0.8793070175438596,1,High
Female,0,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,24.8,1,0,5,0,1,1,1.0,0.9861111111111112,0.2088421052631579,0.837601754385965,0,High
Male,0,No,No,20,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,51.8,1023.85,0,1,3,1,2,1,1.0,0.7222222222222222,0.43621052631578944,0.8039087719298246,0,Medium
Male,0,No,No,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,30.4,82.15,0,1,5,1,2,1,1.0,0.9583333333333334,0.256,0.8387,0,High
Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.65,244.8,0,0,3,0,1,1,0.3,0.8194444444444444,0.1654736842105263,0.42892807017543855,0,Medium
Female,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.6,2379.1,0,1,2,1,2,0,1.0,0.4444444444444444,0.4766315789473684,0.728659649122807,0,Medium
Male,0,Yes,Yes,43,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),71.9,3173.35,0,3,2,3,3,0,0.3,0.4027777777777778,0.6054736842105264,0.3919280701754386,0,Medium
Male,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91.0,531.0,1,3,5,3,4,1,1.0,0.9166666666666666,0.7663157894736842,0.9282631578947368,1,High
Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1375.4,0,0,1,0,1,1,0.0,0.04166666666666663,0.16631578947368422,0.04576315789473684,0,Low
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),109.7,8129.3,0,5,1,5,4,1,0.0,0.0,0.9237894736842106,0.18475789473684212,0,Low
Male,0,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.3,1192.7,0,0,1,0,1,0,0.0,0.18055555555555558,0.16252631578947369,0.08667192982456141,1,Low
Female,0,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.55,1901.65,0,4,3,4,4,0,1.0,0.7222222222222222,0.8130526315789474,0.8792771929824561,0,High
Male,0,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.1,587.4,0,0,3,0,1,1,0.0,0.6666666666666667,0.20294736842105265,0.24058947368421055,0,Low
Male,0,No,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.35,6519.75,0,5,1,5,4,1,1.0,0.18055555555555558,0.9376842105263158,0.7417035087719299,0,Medium
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.25,8041.65,0,5,1,5,4,1,0.0,0.0,0.9452631578947368,0.18905263157894736,1,Low
Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,20.75,0,0,5,0,1,1,1.0,0.9861111111111112,0.17473684210526316,0.830780701754386,0,High
Female,0,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),101.9,2681.15,0,4,2,4,4,1,0.3,0.625,0.8581052631578948,0.509121052631579,0,Medium
Female,0,No,No,14,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),80.05,1112.3,0,2,3,2,3,0,1.0,0.8055555555555556,0.6741052631578948,0.8764877192982456,0,High
Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,105.55,7405.5,0,4,1,4,4,0,0.0,0.01388888888888884,0.8888421052631579,0.18193508771929823,0,Low
Male,0,No,Yes,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.3,1033.95,0,1,3,1,3,1,1.0,0.8194444444444444,0.6593684210526316,0.8777070175438597,0,High
Male,0,No,No,44,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),68.85,2958.95,0,0,2,0,3,1,1.0,0.38888888888888884,0.5797894736842105,0.7326245614035088,0,Medium
Female,0,No,No,33,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),79.95,2684.85,0,2,2,2,3,0,0.3,0.5416666666666667,0.6732631578947369,0.44715263157894736,0,Medium
Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),55.45,4179.2,0,5,1,5,2,0,0.0,0.0,0.46694736842105267,0.09338947368421054,0,Low
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.9,79.9,1,1,5,1,3,1,1.0,0.9861111111111112,0.6728421052631579,0.930401754385965,0,High
Female,0,No,No,19,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.6,1934.45,1,5,3,5,4,0,1.0,0.7361111111111112,0.8976842105263158,0.9003701754385964,0,High
Male,0,Yes,No,64,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),102.45,6654.1,0,5,1,5,4,0,0.3,0.11111111111111116,0.8627368421052631,0.355880701754386,0,Low
Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),46.0,84.5,1,0,5,0,2,1,1.0,0.9722222222222222,0.3873684210526316,0.869140350877193,0,High
Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,25.25,0,0,5,0,1,1,1.0,0.9861111111111112,0.21263157894736842,0.8383596491228071,0,High
Male,0,No,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,1124.2,0,0,1,0,1,1,0.0,0.1527777777777778,0.16631578947368422,0.07909649122807019,0,Low
Female,0,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.0,540.05,0,0,2,0,1,0,0.3,0.5972222222222222,0.16842105263157894,0.3628508771929825,0,Low
Male,1,Yes,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.8,1975.85,0,1,3,1,3,1,1.0,0.6805555555555556,0.7309473684210526,0.8503561403508771,0,High
Female,0,Yes,No,57,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58.75,3437.45,0,5,1,5,2,0,1.0,0.20833333333333337,0.49473684210526314,0.6614473684210527,0,Medium
Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),45.25,3139.8,0,4,1,4,2,0,0.0,0.0,0.38105263157894737,0.07621052631578948,0,Low
Male,0,Yes,No,66,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),56.6,3789.2,0,5,1,5,2,1,0.0,0.08333333333333337,0.4766315789473684,0.1203263157894737,0,Low
Male,0,Yes,Yes,65,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.2,5324.5,0,5,1,5,3,1,0.0,0.09722222222222221,0.7090526315789474,0.17097719298245612,0,Low
Female,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.0,624.6,0,1,4,1,3,1,1.0,0.8888888888888888,0.6736842105263158,0.9014035087719298,0,High
Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,268.35,1,0,5,0,3,1,1.0,0.9444444444444444,0.5907368421052632,0.901480701754386,1,High
