gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TotalServices,Recency_score,Frequency_score,Monetary_score,treatment,contract_score,tenure_norm,charge_norm,persuadability,churn_observed,persuadability_bin,churn_risk,uplift_score
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,104.15,7303.05,0,4,1,4,4,0,0.3,0.0,0.8770526315789474,0.3254105263157895,0,Low,15.394603,0.05823744
Female,0,No,No,32,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,30.15,927.65,0,1,2,1,2,1,0.3,0.5555555555555556,0.2538947368421052,0.3674456140350877,0,Low,12.432719,0.13372709
Male,0,No,No,43,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,94.35,3921.3,0,2,2,2,4,0,0.3,0.4027777777777778,0.7945263157894736,0.429738596491228,0,Medium,20.774593,0.028265625
Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.4,1363.25,0,0,1,0,1,0,0.0,0.0,0.1633684210526315,0.0326736842105263,1,Low,18.30054,0.119569786
Male,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.75,5238.9,1,3,1,3,4,0,1.0,0.2361111111111111,0.8147368421052632,0.7337807017543859,0,Medium,16.993038,0.1493662
Female,0,No,No,52,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),57.95,3042.25,0,3,1,3,2,0,0.3,0.2777777777777778,0.488,0.3309333333333333,0,Low,17.954994,0.09887919
Female,0,No,No,43,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.65,3954.1,0,3,2,3,4,1,1.0,0.4027777777777778,0.7717894736842106,0.7751912280701755,0,Medium,20.910398,0.1772681
Female,1,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,2868.15,1,0,2,0,3,1,1.0,0.4861111111111111,0.6442105263157895,0.7746754385964912,1,Medium,36.053436,0.2787895
Female,0,Yes,Yes,64,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,54.6,3423.5,0,4,1,4,2,1,0.0,0.1111111111111111,0.4597894736842105,0.1252912280701754,0,Low,11.385252,-0.023542613
Male,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,89.85,248.4,0,3,5,3,3,1,1.0,0.9583333333333334,0.7566315789473683,0.9388263157894736,0,High,29.001575,0.16970852
Female,0,No,No,36,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),31.05,1126.35,0,1,2,1,2,1,0.0,0.5,0.2614736842105263,0.2022947368421052,0,Low,9.595345,0.033969335
Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,1064.65,1,3,4,3,4,0,1.0,0.8611111111111112,0.8442105263157895,0.9271754385964912,1,High,55.79357,0.3770796
Female,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.65,835.15,0,0,2,0,1,1,0.0,0.4305555555555556,0.1738947368421052,0.1639456140350877,0,Low,8.0050745,0.10863376
Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.2,2151.6,0,2,2,2,3,1,1.0,0.625,0.7174736842105264,0.8309947368421053,0,High,28.884142,0.33668584
Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),99.8,5515.45,0,3,1,3,4,1,0.3,0.2222222222222222,0.840421052631579,0.3847508771929825,0,Medium,26.812128,0.4139565
Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.7,112.75,0,0,5,0,1,1,1.0,0.9166666666666666,0.1743157894736842,0.8098631578947367,0,Medium,12.347048,0.061016724
Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,229.55,1,0,5,0,3,0,1.0,0.9583333333333334,0.6265263157894737,0.9128052631578948,1,High,47.095886,0.1548118
Female,0,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.7,350.35,0,1,4,1,2,0,1.0,0.9027777777777778,0.4269473684210526,0.8562228070175438,1,High,23.421951,0.23276627
Female,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.85,62.9,0,0,5,0,1,0,1.0,0.9444444444444444,0.175578947368421,0.8184491228070175,0,Medium,16.310728,0.086170435
Male,0,No,No,33,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,88.95,3027.65,0,3,2,3,3,0,0.0,0.5416666666666667,0.7490526315789474,0.3123105263157895,0,Low,24.94062,-0.019339561
Female,1,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.05,2135.5,1,1,2,1,3,1,1.0,0.625,0.6572631578947368,0.8189526315789474,1,Medium,44.434914,0.17653587
Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.55,1723.95,0,0,1,0,1,1,0.0,0.0,0.1983157894736842,0.0396631578947368,0,Low,19.691017,0.21228445
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,0,0,5,0,1,0,1.0,0.9861111111111112,0.1663157894736842,0.8290964912280703,1,High,34.23126,0.22934817
Male,1,No,No,71,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,56.45,3985.35,0,4,1,4,2,1,0.3,0.0138888888888888,0.4753684210526316,0.2492403508771929,0,Low,13.666445,-0.046867326
Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.95,1215.65,0,1,3,1,3,0,1.0,0.8194444444444444,0.7237894736842105,0.8905912280701754,0,High,51.426983,0.23343644
Female,0,Yes,Yes,25,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.6,1502.65,1,5,2,5,2,0,1.0,0.6527777777777778,0.4934736842105263,0.7945280701754386,1,Medium,21.797308,0.087347895
Male,0,No,No,67,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),50.55,3260.1,0,1,1,1,2,0,0.0,0.0694444444444444,0.4256842105263158,0.1059701754385964,0,Low,16.709618,0.007829294
Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.45,35.45,1,1,5,1,2,0,1.0,0.9861111111111112,0.2985263157894737,0.8555385964912281,0,High,51.777447,0.040744662
Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.35,81.25,1,0,5,0,2,1,1.0,0.9722222222222222,0.3734736842105263,0.8663614035087719,0,High,29.687824,-0.22987828
Female,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.7,1188.2,0,0,2,0,1,0,0.0,0.4027777777777778,0.2164210526315789,0.1641175438596491,0,Low,14.41249,0.04602296
Female,0,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.0,1778.5,0,1,3,1,3,1,1.0,0.6805555555555556,0.631578947368421,0.8304824561403508,0,High,19.150257,0.03186354
Female,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,1277.75,0,0,1,0,1,1,0.0,0.1111111111111111,0.1701052631578947,0.0673543859649122,0,Low,12.655267,0.041249834
Male,0,No,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.6,1170.55,0,0,1,0,1,0,0.0,0.2083333333333333,0.1650526315789473,0.0955105263157894,0,Low,21.756796,-0.14740725
Female,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,1,0,5,0,3,1,1.0,0.9861111111111112,0.5932631578947368,0.9144859649122808,0,High,46.82916,0.33232927
Female,1,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.05,6425.65,0,6,1,6,3,1,0.0,0.0,0.7414736842105263,0.1482947368421052,0,Low,12.070763,0.1049348
Female,0,No,No,8,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.15,563.65,1,3,4,3,3,0,1.0,0.8888888888888888,0.5991578947368421,0.886498245614035,1,High,24.190914,0.27208176
Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.05,5971.25,0,3,1,3,4,0,0.0,0.1527777777777778,0.8509473684210526,0.2160228070175438,1,Low,27.666908,0.21701075
Male,0,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),84.3,5289.05,0,2,1,2,3,0,0.3,0.1111111111111111,0.7098947368421052,0.3253122807017544,0,Low,16.079716,0.1828061
Male,1,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.95,1756.2,0,0,1,0,1,0,0.0,0.0138888888888888,0.2016842105263157,0.0445035087719298,0,Low,20.855438,-0.08228016
Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),99.05,6416.7,0,4,1,4,4,0,0.0,0.0972222222222222,0.8341052631578947,0.1959877192982456,0,Low,19.340576,0.101539984
Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,61.35,0,0,5,0,1,1,0.3,0.9583333333333334,0.1650526315789473,0.4705105263157895,0,Medium,19.946285,-0.06026624
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.65,45.65,1,0,5,0,2,1,1.0,0.9861111111111112,0.3844210526315789,0.8727175438596492,0,High,48.640137,0.12295613
Male,0,No,Yes,30,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),64.5,1929.95,0,3,2,3,3,0,0.3,0.5833333333333333,0.5431578947368421,0.4336315789473683,0,Medium,13.7775955,0.04475169
Male,0,Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.5,1071.4,0,4,3,4,3,0,1.0,0.7916666666666666,0.5852631578947368,0.8545526315789475,0,High,15.974067,0.10923827
Female,0,Yes,Yes,8,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.55,564.35,0,3,4,3,3,1,1.0,0.8888888888888888,0.5772631578947368,0.882119298245614,0,High,25.713089,0.23425534
Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.0,655.5,1,2,4,2,4,0,1.0,0.9027777777777778,0.8,0.9308333333333332,0,High,38.573925,-0.007098794
Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),108.15,7930.55,0,5,1,5,4,0,0.3,0.0277777777777777,0.9107368421052632,0.3404807017543859,0,Low,22.535667,0.31617612
Male,0,Yes,Yes,62,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,86.1,5215.25,0,6,1,6,3,0,0.0,0.1388888888888888,0.7250526315789473,0.1866771929824561,0,Low,10.723282,0.04151532
Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,113.5,0,0,5,0,1,1,1.0,0.9166666666666666,0.1658947368421052,0.808178947368421,0,Medium,16.136759,0.06405444
Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.9,1152.8,0,1,3,1,3,0,1.0,0.8055555555555556,0.6812631578947369,0.8779192982456141,1,High,47.420372,0.08755556
Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.15,1821.95,0,1,3,1,3,1,1.0,0.6944444444444444,0.7086315789473685,0.850059649122807,0,High,29.35217,0.13338083
Male,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,419.9,0,0,3,0,1,1,0.3,0.6944444444444444,0.1696842105263157,0.3922701754385964,0,Medium,10.135593,0.1342018
Male,0,Yes,Yes,16,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,64.25,1024.0,0,3,3,3,3,0,0.0,0.7777777777777778,0.5410526315789473,0.3415438596491228,0,Low,10.395459,0.014256299
Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.7,251.6,0,0,4,0,1,1,0.0,0.8611111111111112,0.2164210526315789,0.3016175438596491,0,Low,11.516839,0.047220513
Female,0,No,Yes,13,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,56.0,764.55,0,2,3,2,2,0,1.0,0.8194444444444444,0.471578947368421,0.8401491228070176,0,High,14.930858,0.08744264
Female,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.4,1592.35,1,1,3,1,3,1,1.0,0.7222222222222222,0.6938947368421053,0.8554456140350878,0,High,24.718103,0.40214202
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,135.2,0,0,5,0,3,1,1.0,0.9722222222222222,0.5869473684210527,0.9090561403508772,0,High,41.665604,0.19310239
Male,0,No,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),73.9,3958.25,0,4,1,4,3,1,0.0,0.2638888888888888,0.6223157894736843,0.2036298245614035,0,Low,11.001038,0.009043075
Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,233.9,0,0,4,0,1,0,0.3,0.8472222222222222,0.1734736842105263,0.4388614035087719,0,Medium,8.1088085,0.084472254
Male,0,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,1363.45,0,0,1,0,1,1,0.0,0.0416666666666666,0.167578947368421,0.0460157894736842,0,Low,12.378877,0.0132682845
Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.9,273.0,1,0,5,0,3,0,1.0,0.9444444444444444,0.5970526315789474,0.9027438596491228,0,High,33.057625,0.09031293
Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.05,6254.45,0,6,1,6,3,0,0.0,0.0,0.7498947368421053,0.149978947368421,0,Low,11.801742,0.06801834
Male,1,Yes,No,58,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.3,2651.2,1,3,1,3,2,0,1.0,0.1944444444444444,0.3814736842105263,0.6346280701754387,1,Medium,30.74984,-0.045956373
Female,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.4,321.4,0,0,3,0,1,1,1.0,0.7777777777777778,0.1717894736842105,0.7676912280701755,0,Medium,9.936441,0.14547342
Male,0,Yes,No,43,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),84.25,3539.25,0,3,2,3,3,1,0.3,0.4027777777777778,0.7094736842105264,0.4127280701754385,0,Medium,14.378546,0.2346325
Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,242.8,1,4,5,4,4,0,1.0,0.9722222222222222,0.8791578947368421,0.9674982456140352,1,High,61.080597,0.4465946
Male,0,Yes,No,14,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.95,1181.75,0,5,3,5,3,1,0.0,0.8055555555555556,0.6901052631578948,0.3796877192982456,0,Medium,16.735468,-0.00615336
Female,0,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.85,5000.2,1,3,1,3,4,0,0.3,0.2638888888888888,0.7987368421052631,0.3889140350877192,1,Medium,22.199656,0.16468981
Female,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.55,654.55,0,0,2,0,1,1,0.3,0.5555555555555556,0.1730526315789473,0.3512771929824561,0,Low,9.1818,0.14562894
Female,0,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.7,780.2,0,0,2,0,1,0,1.0,0.5277777777777778,0.208,0.6999333333333333,1,Medium,21.24955,0.18212831
Female,1,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,1145.7,1,0,3,0,3,1,1.0,0.7916666666666666,0.6269473684210527,0.8628894736842105,0,High,36.559875,0.17612186
Female,1,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.45,503.6,1,1,4,1,3,0,1.0,0.9027777777777778,0.6437894736842106,0.8995912280701754,0,High,31.11824,0.21897666
Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,1559.25,0,4,3,4,4,1,1.0,0.7916666666666666,0.887157894736842,0.9149315789473684,0,High,32.69084,0.25504848
Male,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,1252.0,0,0,1,0,1,0,0.3,0.1527777777777778,0.1730526315789473,0.2304438596491228,0,Low,13.528506,0.14486958
Female,0,No,No,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.95,29.95,1,1,5,1,1,0,1.0,0.9861111111111112,0.2522105263157894,0.8462754385964912,1,High,37.14313,0.21774939
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.3,45.3,0,0,5,0,2,0,1.0,0.9861111111111112,0.3814736842105263,0.8721280701754387,1,High,43.45729,0.09935787
Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.5,662.65,1,1,4,1,3,1,1.0,0.8888888888888888,0.7115789473684211,0.9089824561403508,0,High,44.06836,0.44750315
Male,0,Yes,Yes,33,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),74.75,2453.3,0,4,2,4,3,1,0.3,0.5416666666666667,0.6294736842105263,0.4383947368421053,0,Medium,16.938486,0.15753463
Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.25,1111.65,1,2,3,2,3,0,1.0,0.8194444444444444,0.6673684210526316,0.8793070175438596,1,High,43.410217,0.12656385
Female,0,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,24.8,1,0,5,0,1,1,1.0,0.9861111111111112,0.2088421052631579,0.837601754385965,0,High,49.254555,0.43022895
Male,0,No,No,20,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,51.8,1023.85,0,1,3,1,2,1,1.0,0.7222222222222222,0.4362105263157894,0.8039087719298246,0,Medium,18.010187,0.2007682
Male,0,No,No,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,30.4,82.15,0,1,5,1,2,1,1.0,0.9583333333333334,0.256,0.8387,0,High,25.664335,-0.090963796
Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.65,244.8,0,0,3,0,1,1,0.3,0.8194444444444444,0.1654736842105263,0.4289280701754385,0,Medium,9.618757,0.07918441
Female,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.6,2379.1,0,1,2,1,2,0,1.0,0.4444444444444444,0.4766315789473684,0.728659649122807,0,Medium,16.59326,0.17201753
Male,0,Yes,Yes,43,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),71.9,3173.35,0,3,2,3,3,0,0.3,0.4027777777777778,0.6054736842105264,0.3919280701754386,0,Medium,18.34013,0.18397084
Male,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91.0,531.0,1,3,5,3,4,1,1.0,0.9166666666666666,0.7663157894736842,0.9282631578947368,1,High,48.507793,0.122665405
Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1375.4,0,0,1,0,1,1,0.0,0.0416666666666666,0.1663157894736842,0.0457631578947368,0,Low,9.94625,-0.0037577748
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),109.7,8129.3,0,5,1,5,4,1,0.0,0.0,0.9237894736842106,0.1847578947368421,0,Low,19.6611,0.2097075
Male,0,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.3,1192.7,0,0,1,0,1,0,0.0,0.1805555555555555,0.1625263157894736,0.0866719298245614,1,Low,39.41633,0.4119214
Female,0,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.55,1901.65,0,4,3,4,4,0,1.0,0.7222222222222222,0.8130526315789474,0.8792771929824561,0,High,27.400259,0.15972972
Male,0,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.1,587.4,0,0,3,0,1,1,0.0,0.6666666666666667,0.2029473684210526,0.2405894736842105,0,Low,11.774282,0.1246493
Male,0,No,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.35,6519.75,0,5,1,5,4,1,1.0,0.1805555555555555,0.9376842105263158,0.7417035087719299,0,Medium,28.009207,0.15577903
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.25,8041.65,0,5,1,5,4,1,0.0,0.0,0.9452631578947368,0.1890526315789473,1,Low,33.20021,-0.19284397
Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,20.75,0,0,5,0,1,1,1.0,0.9861111111111112,0.1747368421052631,0.830780701754386,0,High,19.350605,0.20775783
Female,0,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),101.9,2681.15,0,4,2,4,4,1,0.3,0.625,0.8581052631578948,0.509121052631579,0,Medium,20.188416,0.24060225
